StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/30/2022 8:16,7/30/2022 8:18,100,83,TRUE,7/30/2022 8:18,R_3RlLP5A1uNMLhXc,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Often,Often,Often,"Yes, use the responses.",5fc2734dbe970b424ca019b4
7/30/2022 8:17,7/30/2022 8:18,100,42,TRUE,7/30/2022 8:18,R_2DOD3W0Yu79znL2,Other,Yes,20,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e065c9fe78021031a4b1d59
7/30/2022 8:17,7/30/2022 8:18,100,62,TRUE,7/30/2022 8:18,R_1Ii96glXo7mhml3,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5765dffd7805730001ecfcd0
7/30/2022 8:17,7/30/2022 8:18,100,91,TRUE,7/30/2022 8:18,R_tSAxv44uFqbhsc1,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6107cd8f1e72bcba832478d7
7/30/2022 8:18,7/30/2022 8:19,100,63,TRUE,7/30/2022 8:19,R_1pGXqffLUan31Gg,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62c77cfab055de8fb5c8b79b
7/30/2022 8:18,7/30/2022 8:20,100,89,TRUE,7/30/2022 8:20,R_2flhrxvzxe4x353,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5e3d8d90de328d044e7c6ffb
7/30/2022 8:19,7/30/2022 8:20,100,62,TRUE,7/30/2022 8:20,R_2RP2DCm7O6QPlHq,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",6086a4966a8353280f6f3895
7/30/2022 8:18,7/30/2022 8:20,100,87,TRUE,7/30/2022 8:20,R_3PnrPwCDytorsSi,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b97386d8e5b7b00010e1a8e
7/30/2022 8:18,7/30/2022 8:20,100,92,TRUE,7/30/2022 8:20,R_yR4WE3aq6H4npuN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5f9df5f72aca47392dc49b65
7/30/2022 8:19,7/30/2022 8:20,100,41,TRUE,7/30/2022 8:20,R_1OZh1veFRmfeqHz,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6269b364ed457e6d3558be82
7/30/2022 8:20,7/30/2022 8:21,100,68,TRUE,7/30/2022 8:21,R_240jSZin2pC4KPP,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",616b063b5dfa9fb616209058
7/30/2022 8:20,7/30/2022 8:22,100,73,TRUE,7/30/2022 8:22,R_12gMzlAIxCE8ruK,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,150,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62dc07a7fbbd3d089b7135af
7/30/2022 8:20,7/30/2022 8:22,100,84,TRUE,7/30/2022 8:22,R_31FuepZpaz5dVDQ,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d9264f527fdac00158fd876
7/30/2022 8:20,7/30/2022 8:22,100,100,TRUE,7/30/2022 8:22,R_3IT3UxmF4dGujoI,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",614fb5f505179343600daf54
7/30/2022 8:17,7/30/2022 8:22,100,300,TRUE,7/30/2022 8:22,R_29nX97Np2dfsBiS,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5b21c4ab31d0080001b9f55e
7/30/2022 8:21,7/30/2022 8:22,100,49,TRUE,7/30/2022 8:22,R_cCLh3rxQB8RUylj,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5f08891e392f740a659bbc7d
7/30/2022 8:21,7/30/2022 8:23,100,115,TRUE,7/30/2022 8:23,R_3PRjM1mF6NsmfwT,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Often,Often,Some of the time,"Yes, use the responses.",5eb19fab4606ca2cc2309390
7/30/2022 8:22,7/30/2022 8:23,100,49,TRUE,7/30/2022 8:23,R_3HYx0IDKed4R051,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d564c07aff53d001a6d5089
7/30/2022 8:22,7/30/2022 8:23,100,87,TRUE,7/30/2022 8:23,R_3J91LGYkuNmEMv6,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",629a5aa2d167a9b3546cd6d2
7/30/2022 8:20,7/30/2022 8:24,100,230,TRUE,7/30/2022 8:24,R_1gOM5FBL1oXJ8s1,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62373694c3277138c1284e44
7/30/2022 8:23,7/30/2022 8:24,100,81,TRUE,7/30/2022 8:24,R_1MQH1oV2N0sivto,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",615a00c921210e80e44d53e0
7/30/2022 8:24,7/30/2022 8:25,100,39,TRUE,7/30/2022 8:25,R_vughSnyXKTIkXuh,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5edd1133213f7a077ee2709b
7/30/2022 8:25,7/30/2022 8:26,100,48,TRUE,7/30/2022 8:26,R_2zZpOR157E5BYGY,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",626966a12d29060d48439d01
7/30/2022 8:24,7/30/2022 8:26,100,113,TRUE,7/30/2022 8:26,R_DkqS0JxXuUjMRkB,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",5edbd55ddc4bc508d77f8e41
7/30/2022 8:25,7/30/2022 8:27,100,101,TRUE,7/30/2022 8:27,R_2v7zmplOTIRI27w,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",603c92ad5ed1c29cf04476ca
7/30/2022 8:27,7/30/2022 8:28,100,53,TRUE,7/30/2022 8:28,R_3ERT6r0XLHG4Cc1,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e312aee45289e0d840f825
7/30/2022 8:27,7/30/2022 8:28,100,50,TRUE,7/30/2022 8:28,R_1gjpxkgUpx29BHc,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",614fda4ec57d13d0b2f7d6e0
7/30/2022 8:27,7/30/2022 8:28,100,63,TRUE,7/30/2022 8:28,R_2rIRyK23llUCm2o,Someone selling fraudulent goods or services,No,,No,No,Often,Some of the time,Hardly ever,"Yes, use the responses.",551306d0fdf99b08b0d1040f
7/30/2022 8:28,7/30/2022 8:29,100,44,TRUE,7/30/2022 8:29,R_1eRxET0x3PI4CLR,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",5f48734f9e842533dfc67249
7/30/2022 8:27,7/30/2022 8:29,100,149,TRUE,7/30/2022 8:29,R_1Itst8DhDW0LY8u,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",626805a1a733f39a611c7064
7/30/2022 8:28,7/30/2022 8:29,100,79,TRUE,7/30/2022 8:29,R_2feC3gAC34il5eR,Someone selling fraudulent goods or services,No,,Yes,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",610ec37ea0648de28b37fb83
7/30/2022 8:29,7/30/2022 8:30,100,49,TRUE,7/30/2022 8:30,R_3LhTM92cey9gDKH,Other,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",60fe2c4662ca0c1aa5e6016a
7/30/2022 8:30,7/30/2022 8:30,100,41,TRUE,7/30/2022 8:30,R_Zz48LremRHRNgzv,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60e49c6274c1be146fa85140
7/30/2022 8:31,7/30/2022 8:31,100,48,TRUE,7/30/2022 8:31,R_3lFkjlE8kP7cUNE,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Often,"Yes, use the responses.",60e7044ddc2523fab6cbc0cd
7/30/2022 8:31,7/30/2022 8:31,100,48,TRUE,7/30/2022 8:31,R_2tzfWxCL5Tzgqso,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f9c9e203d44de174d8f4f6c
7/30/2022 8:30,7/30/2022 8:31,100,69,TRUE,7/30/2022 8:31,R_2rkLsseXwIhLt5H,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6165a8ee6dde7ff6f4b22e6f
7/30/2022 8:30,7/30/2022 8:32,100,90,TRUE,7/30/2022 8:32,R_2Xd1UmMQY8MDv4o,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6130cdbb53f773b3125576a7
7/30/2022 8:31,7/30/2022 8:32,100,33,TRUE,7/30/2022 8:32,R_Uzs3o1EJttMlf3j,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Often,Some of the time,"Yes, use the responses.",606ce950bef1f305c877048d
7/30/2022 8:31,7/30/2022 8:32,100,77,TRUE,7/30/2022 8:32,R_9WUOwUXcr2TpxEB,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61099a5c04f32c99f34ce2a8
7/30/2022 8:28,7/30/2022 8:32,100,270,TRUE,7/30/2022 8:32,R_3KW7NjkVi0eRVjX,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62ad36148aac62c34166d637
7/30/2022 8:32,7/30/2022 8:33,100,66,TRUE,7/30/2022 8:33,R_BX0NiSiXE5vsXDP,Someone selling fraudulent goods or services,Yes,50,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",56514c84715ff50011a43878
7/30/2022 8:31,7/30/2022 8:34,100,160,TRUE,7/30/2022 8:34,R_2rlrUlh0r04I8Ol,"Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",Yes,300,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60b69129f584ee4e38acf2a0
7/30/2022 8:33,7/30/2022 8:34,100,77,TRUE,7/30/2022 8:34,R_2Eaeg1hC6YVJkAZ,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5dedf0483711364928753ecd
7/30/2022 8:33,7/30/2022 8:34,100,71,TRUE,7/30/2022 8:34,R_2S2mvogbMRt2KM1,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5664641951fac700118ed23f
7/30/2022 8:33,7/30/2022 8:34,100,49,TRUE,7/30/2022 8:34,R_OsfA5p6i9hEThGF,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5b91dc16cc81a400017a3438
7/30/2022 8:33,7/30/2022 8:34,100,63,TRUE,7/30/2022 8:34,R_31WLlDYlp1Trsdz,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",60fe21d7301f49dfc4aa5f3a
7/30/2022 8:33,7/30/2022 8:34,100,89,TRUE,7/30/2022 8:34,R_2Cp24gZORCrnyAw,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",629658baad2881aba974c6c3
7/30/2022 8:34,7/30/2022 8:35,100,58,TRUE,7/30/2022 8:35,R_1F9XFKLCseDJVxG,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",5c0727ff1d461400012b61ee
7/30/2022 8:34,7/30/2022 8:36,100,65,TRUE,7/30/2022 8:36,R_1EXxQmqFISpKafK,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",600bca2adfb717026373dbb3
7/30/2022 8:35,7/30/2022 8:36,100,46,TRUE,7/30/2022 8:36,R_YYqNvU83EL5lnwt,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62444b95055492f573b21d42
7/30/2022 8:35,7/30/2022 8:36,100,65,TRUE,7/30/2022 8:36,R_roS8uBws35FDcMV,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",60771d9212cc298408c03c96
7/30/2022 8:36,7/30/2022 8:36,100,52,TRUE,7/30/2022 8:36,R_2uCc49r1q7OzUC8,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5f033adcd2fab64efd3502d2
7/30/2022 8:36,7/30/2022 8:37,100,66,TRUE,7/30/2022 8:37,R_Tk2hvRXScr2l35D,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Often,Often,Often,"Yes, use the responses.",5c487308917cc80001519c56
7/30/2022 8:37,7/30/2022 8:37,100,54,TRUE,7/30/2022 8:37,R_2ylLWSeQUOfxQ0e,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",60fcdcace2ae9576df065701
7/30/2022 8:36,7/30/2022 8:37,100,58,TRUE,7/30/2022 8:37,R_2TNnfuHiZyyNPVX,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e3f5299d020c659c98e8dd
7/30/2022 8:36,7/30/2022 8:38,100,83,TRUE,7/30/2022 8:38,R_2aIDbzNTF1yIBhF,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e30a19861ac040a4355a96d
7/30/2022 8:37,7/30/2022 8:38,100,35,TRUE,7/30/2022 8:38,R_3M4ZSaCv6FYWhPf,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",60fca6fcaae0897c708e0390
