StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Employment,TotalIncome,Race,Education,Age_1,Gender,PID
7/30/2022 8:17,7/30/2022 8:18,100,36,TRUE,7/30/2022 8:18,R_3feCPv9oLf2bDF1,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43,Male,62373694c3277138c1284e44
7/30/2022 8:18,7/30/2022 8:18,100,27,TRUE,7/30/2022 8:18,R_3mEwKWsvSEphuJr,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,39,Female,5d9264f527fdac00158fd876
7/30/2022 8:18,7/30/2022 8:18,100,32,TRUE,7/30/2022 8:18,R_2aQerlvK8S6Kimc,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,37,Male,62dc07a7fbbd3d089b7135af
7/30/2022 8:17,7/30/2022 8:18,100,83,TRUE,7/30/2022 8:18,R_1LJSFSOsAY3GYKd,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,33,Male,5edbd55ddc4bc508d77f8e41
7/30/2022 8:18,7/30/2022 8:18,100,58,TRUE,7/30/2022 8:18,R_DGlc48XDE9uBcGd,"Employed, working 30 or more hours per week","$0 - $19,999",African American or African (Non-Hispanic),Associate degree,29,Male,629a5aa2d167a9b3546cd6d2
7/30/2022 8:18,7/30/2022 8:19,100,28,TRUE,7/30/2022 8:19,R_25Bz9Lxvlopus6o,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,45,Male,614fb5f505179343600daf54
7/30/2022 8:18,7/30/2022 8:20,100,65,TRUE,7/30/2022 8:20,R_3oNhfxVAa4ENbji,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,73,Male,615a00c921210e80e44d53e0
7/30/2022 8:19,7/30/2022 8:20,100,56,TRUE,7/30/2022 8:20,R_2dQMMuKVwGurXH0,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,66,Female,61099a5c04f32c99f34ce2a8
7/30/2022 8:20,7/30/2022 8:20,100,39,TRUE,7/30/2022 8:20,R_3Ryk4dE9XD8w89C,"Employed, working 1-29 hours per week","$20,000 - $39,999","Hispanic,African American or African (Non-Hispanic)",Bachelor degree,31,Male,5d564c07aff53d001a6d5089
7/30/2022 8:11,7/30/2022 8:21,100,600,TRUE,7/30/2022 8:21,R_2dXrz3rQfQHCpQJ,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some college but no degree,22,Female,60fca6fcaae0897c708e0390
7/30/2022 8:22,7/30/2022 8:23,100,23,TRUE,7/30/2022 8:23,R_3PF7j5LHb4vUL0s,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30,Male,5edd1133213f7a077ee2709b
7/30/2022 8:21,7/30/2022 8:23,100,102,TRUE,7/30/2022 8:23,R_eLGLWEGGXLsX1zX,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Associate degree,33,Female,603c92ad5ed1c29cf04476ca
7/30/2022 8:22,7/30/2022 8:24,100,84,TRUE,7/30/2022 8:24,R_1ooHAyC4wKoSUTq,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,45,Male,629658baad2881aba974c6c3
7/30/2022 8:24,7/30/2022 8:24,100,25,TRUE,7/30/2022 8:24,R_1kTw8fh8pLywOwr,"Not employed, looking for work","$40,000 - $59,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Associate degree,26,Male,62e312aee45289e0d840f825
7/30/2022 8:17,7/30/2022 8:24,100,399,TRUE,7/30/2022 8:24,R_3CnCnODu1tYv6x3,"Employed, working 30 or more hours per week","$150,000 or more",African American or African (Non-Hispanic),Some college but no degree,20,Male,626966a12d29060d48439d01
7/30/2022 8:24,7/30/2022 8:24,100,35,TRUE,7/30/2022 8:24,R_2PooYnWbtk7Vkq2,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,44,Male,551306d0fdf99b08b0d1040f
7/30/2022 8:23,7/30/2022 8:24,100,79,TRUE,7/30/2022 8:24,R_3FJruBUAct4wcDH,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Female,614fda4ec57d13d0b2f7d6e0
7/30/2022 8:24,7/30/2022 8:25,100,58,TRUE,7/30/2022 8:25,R_2V7uDEM4uooIbvU,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",66,Male,6130cdbb53f773b3125576a7
7/30/2022 8:22,7/30/2022 8:25,100,199,TRUE,7/30/2022 8:25,R_3ehw68TZooSJ7jK,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",59,Male,62ad36148aac62c34166d637
7/30/2022 8:25,7/30/2022 8:25,100,23,TRUE,7/30/2022 8:25,R_1GKD7YxDoirjK5v,"Employed, working 30 or more hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,25,Male,5f48734f9e842533dfc67249
7/30/2022 8:25,7/30/2022 8:26,100,47,TRUE,7/30/2022 8:26,R_3mfS2JMHW924qAP,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,59,Female,610ec37ea0648de28b37fb83
7/30/2022 8:25,7/30/2022 8:26,100,37,TRUE,7/30/2022 8:26,R_1OUJTLfuTNEHfyR,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30,Female,60e49c6274c1be146fa85140
7/30/2022 8:26,7/30/2022 8:26,100,36,TRUE,7/30/2022 8:26,R_yLaMPWqiBjbpzpv,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,30,Female,60e7044ddc2523fab6cbc0cd
7/30/2022 8:26,7/30/2022 8:27,100,68,TRUE,7/30/2022 8:27,R_5hdl7WzQMo8F4Gd,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,25,Male,5c3848fc19ceb400010c24a0
7/30/2022 8:27,7/30/2022 8:28,100,47,TRUE,7/30/2022 8:28,R_1FkRnx8HLCWe2fD,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,32,Female,6165a8ee6dde7ff6f4b22e6f
7/30/2022 8:26,7/30/2022 8:28,100,112,TRUE,7/30/2022 8:28,R_3CHjsINBY3peDcc,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,43,Male,60b69129f584ee4e38acf2a0
7/30/2022 8:27,7/30/2022 8:28,100,68,TRUE,7/30/2022 8:28,R_10orj5ZimpfEP7p,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,36,Male,5dedf0483711364928753ecd
7/30/2022 8:27,7/30/2022 8:28,100,46,TRUE,7/30/2022 8:28,R_XXvwm9IjmXmoNuV,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,28,Female,60fe2c4662ca0c1aa5e6016a
7/30/2022 8:28,7/30/2022 8:29,100,55,TRUE,7/30/2022 8:29,R_3FKD7hhlb8Be1ku,"Not employed, NOT looking for work","$20,000 - $39,999",Other,Bachelor degree,25,Female,60771d9212cc298408c03c96
7/30/2022 8:29,7/30/2022 8:29,100,48,TRUE,7/30/2022 8:29,R_1obt5Zuk91dnNFV,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Female,56514c84715ff50011a43878
7/30/2022 8:29,7/30/2022 8:29,100,50,TRUE,7/30/2022 8:29,R_2Qh63B66adT9qQr,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Female,5f9c9e203d44de174d8f4f6c
7/30/2022 8:29,7/30/2022 8:30,100,43,TRUE,7/30/2022 8:30,R_2YnyvKzRzfDdTP0,"Employed, working 30 or more hours per week","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Some college but no degree,51,Female,5664641951fac700118ed23f
7/30/2022 8:30,7/30/2022 8:31,100,23,TRUE,7/30/2022 8:31,R_10qNQ3U1HyRcySi,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19,Male,606ce950bef1f305c877048d
7/30/2022 8:30,7/30/2022 8:31,100,55,TRUE,7/30/2022 8:31,R_33BvNuGbLEcMEZQ,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,54,Male,5a0071766e1ea9000124db35
7/30/2022 8:31,7/30/2022 8:31,100,38,TRUE,7/30/2022 8:31,R_1LLjyWSXB5gc6sw,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,53,Female,5c0727ff1d461400012b61ee
7/30/2022 8:31,7/30/2022 8:32,100,37,TRUE,7/30/2022 8:32,R_29cSxSAxi41KVFE,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Male,5b91dc16cc81a400017a3438
7/30/2022 8:31,7/30/2022 8:32,100,66,TRUE,7/30/2022 8:32,R_3fNX2EiiS4vQ5t3,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30,Male,62cee53b758aa3f34213393b
7/30/2022 8:30,7/30/2022 8:32,100,95,TRUE,7/30/2022 8:32,R_p0nd0lke1OHRR6N,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,34,Female,60fe21d7301f49dfc4aa5f3a
7/30/2022 8:31,7/30/2022 8:32,100,61,TRUE,7/30/2022 8:32,R_3PuUDRaqhErVHOP,"Not employed, looking for work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Some college but no degree,40,Male,5e30a19861ac040a4355a96d
7/30/2022 8:32,7/30/2022 8:32,100,50,TRUE,7/30/2022 8:32,R_2zCG9ZBGZvS0Csr,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18,Male,62e3f5299d020c659c98e8dd
7/30/2022 8:32,7/30/2022 8:33,100,47,TRUE,7/30/2022 8:33,R_1oaOosFij6qruCy,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,37,Male,600bca2adfb717026373dbb3
7/30/2022 8:30,7/30/2022 8:33,100,137,TRUE,7/30/2022 8:33,R_UAfPA6GNxraHNgR,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,75,Male,5d011cca2e4a6800177e8e08
7/30/2022 8:32,7/30/2022 8:33,100,34,TRUE,7/30/2022 8:33,R_3Legi9vR2amGmyW,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,33,Female,5c487308917cc80001519c56
7/30/2022 8:32,7/30/2022 8:33,100,33,TRUE,7/30/2022 8:33,R_2XhBOcw8CGq7HY5,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,29,Male,5ba288c63fd80800016308c4
7/30/2022 8:32,7/30/2022 8:33,100,102,TRUE,7/30/2022 8:33,R_sUmbH2paThifYOJ,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,29,Female,62444b95055492f573b21d42
7/30/2022 8:32,7/30/2022 8:34,100,70,TRUE,7/30/2022 8:34,R_2rj4x6ko09fu6lt,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",30,Male,6289f7ba725b22f93374725e
7/30/2022 8:33,7/30/2022 8:34,100,37,TRUE,7/30/2022 8:34,R_3rGUR7M6B906QDi,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,38,Male,5f033adcd2fab64efd3502d2
7/30/2022 8:34,7/30/2022 8:35,100,33,TRUE,7/30/2022 8:35,R_tLfeJGZu94gWjy9,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",28,Female,60fcdcace2ae9576df065701
7/30/2022 8:33,7/30/2022 8:35,100,94,TRUE,7/30/2022 8:35,R_1JOvftvOToMDUOY,"Employed, working 30 or more hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic",Bachelor degree,23,Female,5ea1119c737ba611c77c0b77
7/30/2022 8:35,7/30/2022 8:35,100,22,TRUE,7/30/2022 8:35,R_0d15oO9gu1nD6IF,"Not employed, looking for work","$0 - $19,999",Asian American or Asian,Some college but no degree,24,Female,5fe56acc0c041e37897ed82e
7/30/2022 8:34,7/30/2022 8:35,100,37,TRUE,7/30/2022 8:35,R_23eECHebF4BjUUd,"Employed, working 1-29 hours per week","$0 - $19,999",Hispanic,Some college but no degree,20,Female,60ffb32308301788a2449053
7/30/2022 8:34,7/30/2022 8:35,100,61,TRUE,7/30/2022 8:35,R_SCbU8xN9d1DlPGx,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,24,Female,60fe1f50d7381139258f29a7
7/30/2022 8:34,7/30/2022 8:35,100,93,TRUE,7/30/2022 8:35,R_2RQdZUj2fNsiPs1,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,52,Male,6157a19a19a618c6119bf7d7
7/30/2022 8:35,7/30/2022 8:36,100,53,TRUE,7/30/2022 8:36,R_3gToGFl4X37qySj,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Associate degree,49,Male,5d801be659e51300155599f8
7/30/2022 8:35,7/30/2022 8:36,100,43,TRUE,7/30/2022 8:36,R_2BniLIJlkfjvj9a,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,39,Female,5d4254db5b2c430001418a3c
7/30/2022 8:34,7/30/2022 8:36,100,77,TRUE,7/30/2022 8:36,R_3CI0XY5oZkvNcpw,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,29,Female,5b10222db9cf7d00016ee0ec
7/30/2022 8:35,7/30/2022 8:36,100,49,TRUE,7/30/2022 8:36,R_3m2EUZ8U7FAdmE6,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Female,60fdcfd7522add53e0606d56
7/30/2022 8:34,7/30/2022 8:36,100,144,TRUE,7/30/2022 8:36,R_3exLkUruzXrVrU0,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,56,Female,5f07e040943fa520130a9f9b
7/30/2022 8:34,7/30/2022 8:36,100,92,TRUE,7/30/2022 8:36,R_1qeOZe1FVau8AkD,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,75,Female,62cd9b920ed1b7c1648818d3
7/30/2022 8:35,7/30/2022 8:36,100,92,TRUE,7/30/2022 8:36,R_BXKsBEqPLVt9dUl,"Employed, working 1-29 hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,25,Female,5ed9df4296035b58dce21946
7/30/2022 8:36,7/30/2022 8:37,100,43,TRUE,7/30/2022 8:37,R_2AEevgwtDPXEAGL,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,25,Female,60fedb22a2bf9052880e2f1e
7/30/2022 8:36,7/30/2022 8:37,100,40,TRUE,7/30/2022 8:37,R_1LXn3uoKtZbXMle,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,41,Male,60f8d9621d5d71645a1cd5a7
7/30/2022 8:37,7/30/2022 8:37,100,35,TRUE,7/30/2022 8:37,R_1LI3Es8exp7kQW4,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,5efaffccf90911000c95a3cb
7/30/2022 8:37,7/30/2022 8:38,100,37,TRUE,7/30/2022 8:38,R_2YhrowkZ9d65oCT,"Not employed, looking for work","$20,000 - $39,999",Asian American or Asian,Bachelor degree,22,Male,5e794f94cd742b5121734d4c
7/30/2022 8:37,7/30/2022 8:38,100,65,TRUE,7/30/2022 8:38,R_1lahnkFAsBjR0nZ,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Associate degree,42,Female,5f9b701704aa55229049cee0
7/30/2022 8:37,7/30/2022 8:39,100,96,TRUE,7/30/2022 8:39,R_3U86eeZtIVKNKBr,"Not employed, looking for work","$40,000 - $59,999",Asian American or Asian,"High school degree or equivalent (e.g., GED)",18,Male,5eef99e5ba5947487c3c5f8b
7/30/2022 8:39,7/30/2022 8:40,100,52,TRUE,7/30/2022 8:40,R_3QKKIZBQYD1Dw51,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37,Female,5d730005f8d3110018849c01
7/30/2022 8:39,7/30/2022 8:40,100,37,TRUE,7/30/2022 8:40,R_3nwJbUJm3d8Tayp,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,32,Male,60821adc6dfa5ddfd913db62
7/30/2022 8:39,7/30/2022 8:40,100,74,TRUE,7/30/2022 8:40,R_6gslQM80DDFsVNL,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,30,Female,5da1faa05fc25100172a5562
7/30/2022 8:40,7/30/2022 8:40,100,21,TRUE,7/30/2022 8:40,R_1FJwzvBlXUheFFZ,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,33,Male,5cdad620eae6f70019d4e950
7/30/2022 8:40,7/30/2022 8:41,100,30,TRUE,7/30/2022 8:41,R_1DYWuNzaVULgvTN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,52,Female,5f0632802b566a17e81a5f5f
7/30/2022 8:40,7/30/2022 8:41,100,44,TRUE,7/30/2022 8:41,R_2ayLxBzcIwwIdW9,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,23,Female,5efe7ad27d413c3869386ef7
7/30/2022 8:40,7/30/2022 8:41,100,54,TRUE,7/30/2022 8:41,R_7X8BSzTeacWuHlf,"Employed, working 1-29 hours per week","$0 - $19,999",African American or African (Non-Hispanic),Bachelor degree,23,Female,60fffa85baa8a39181c91bba
7/30/2022 8:41,7/30/2022 8:41,100,41,TRUE,7/30/2022 8:41,R_3QWu5rteOUSTSQM,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,40,Male,57d70b2247180e0001f100e3
7/30/2022 8:40,7/30/2022 8:42,100,81,TRUE,7/30/2022 8:42,R_1fftiNq2zVeyWgZ,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,23,Male,5b14b4babd9c31000156ebc4
7/30/2022 8:41,7/30/2022 8:42,100,26,TRUE,7/30/2022 8:42,R_1E05aove6mncEos,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,20,Female,6154940e788774dc9a1ec182
7/30/2022 8:41,7/30/2022 8:42,100,55,TRUE,7/30/2022 8:42,R_3CO8wyoH1t6cUcq,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29,Female,6101dc4f5886c55e15784992
7/30/2022 8:41,7/30/2022 8:42,100,60,TRUE,7/30/2022 8:42,R_2fqH2DgowjbTbXS,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,61,Female,617531b45568af8db14c3a1f
7/30/2022 8:42,7/30/2022 8:43,100,59,TRUE,7/30/2022 8:43,R_3fvlLMyQ781OOg1,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,67,Male,62c08fa6cab36e3a08790b49
7/30/2022 8:41,7/30/2022 8:43,100,127,TRUE,7/30/2022 8:43,R_1NwS9XbFT93CaOG,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,38,Male,5b26da1934ffd00001b45d8d
7/30/2022 8:42,7/30/2022 8:43,100,41,TRUE,7/30/2022 8:43,R_T7yOFtULKIouTU5,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Graduate or professional degree,29,Male,5ef4b8cf1f15df0ae9c7a706
7/30/2022 8:42,7/30/2022 8:43,100,34,TRUE,7/30/2022 8:43,R_3qpA6KQ3CwV91Am,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,27,Male,6033371e8e3b1e3de81da9b2
7/30/2022 8:42,7/30/2022 8:43,100,44,TRUE,7/30/2022 8:43,R_2En0kWM1t6K5HWm,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,55,Female,5b3e322998a45e0001edd87a
7/30/2022 8:43,7/30/2022 8:44,100,32,TRUE,7/30/2022 8:44,R_pQvxq4LhFxbT9rX,"Employed, working 1-29 hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,22,Female,6101a0a703b427843123c2ac
7/30/2022 8:42,7/30/2022 8:44,100,109,TRUE,7/30/2022 8:44,R_3phbqbZkekAH1d8,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,35,Female,606cb45b87e16e7d31ddf250
7/30/2022 8:43,7/30/2022 8:44,100,62,TRUE,7/30/2022 8:44,R_3CDui9laYPy5CcY,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,65,Male,5f77c6a1a110ce346dc016ec
7/30/2022 8:44,7/30/2022 8:44,100,29,TRUE,7/30/2022 8:44,R_3nMcn4jodFuBQFh,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Male,5a9ac2e31ade740001b8fe2b
7/30/2022 8:44,7/30/2022 8:45,100,49,TRUE,7/30/2022 8:45,R_1ISeKkS4YOGiSum,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,37,Male,5c509cad3e4c8400010ac228
7/30/2022 8:44,7/30/2022 8:45,100,36,TRUE,7/30/2022 8:45,R_2toftRG2ydQCpLX,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,29,Female,61766e9e5daf1f0ae95530f8
7/30/2022 8:43,7/30/2022 8:45,100,81,TRUE,7/30/2022 8:45,R_3KB1Gy2RTD8HuDZ,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",56,Male,6114b416d9c506518392523e
7/30/2022 8:40,7/30/2022 8:45,100,301,TRUE,7/30/2022 8:45,R_cRMbKdQ3cH6rKSd,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",31,Male,5db4a409d27e05000f0eaa00
