StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,surveyArm,PROLIFIC_PID,PID
8/14/2022 16:43,8/14/2022 16:47,IP Address,100,235,TRUE,8/14/2022 16:47,R_1DHyZ6lgvi2Rx1e,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Macintosh,1280x720,Some,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,arm1_control,5e880ca3f2ece749db94ccc7,5e880ca3f2ece749db94ccc7
8/14/2022 20:15,8/14/2022 20:21,IP Address,100,371,TRUE,8/14/2022 20:21,R_qQ75bjaz64KPPc5,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Once a month,arm3_tips,5c3277502c45d400014b6e98,5c3277502c45d400014b6e98
8/14/2022 20:19,8/14/2022 20:23,IP Address,100,228,TRUE,8/14/2022 20:23,R_2TZgaEe87u2CVgZ,,,,,anonymous,EN,Yes,,Chrome,99.0.4844.88,Android 12,412x869,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Once a week,arm3_tips,5e4915503f7dd939f72a73f8,5e4915503f7dd939f72a73f8
8/14/2022 20:21,8/14/2022 20:24,IP Address,100,182,TRUE,8/14/2022 20:24,R_dbabW66Iz77b9GV,,,,,anonymous,EN,Yes,,Chrome,104.0.5112.83,Windows NT 10.0,1920x1080,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a month,arm1_control,5c479e4cdeaef300017e5c9c,5c479e4cdeaef300017e5c9c
8/14/2022 20:23,8/14/2022 20:25,IP Address,100,166,TRUE,8/14/2022 20:25,R_1lz1uXlEoAlU67M,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Once a week,arm1_control,5dd9df0e946f7c97406a55ea,5dd9df0e946f7c97406a55ea
8/14/2022 20:16,8/14/2022 20:25,IP Address,100,584,TRUE,8/14/2022 20:25,R_bxssqqW8303EV3P,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a month,arm2_generalinfo,60ff2da61e66740c070050cb,60ff2da61e66740c070050cb
8/14/2022 20:19,8/14/2022 20:27,IP Address,100,465,TRUE,8/14/2022 20:27,R_25dIvGAPuWYzwLT,,,,,anonymous,EN,Yes,,Chrome,100.0.4896.127,Windows NT 6.1,1600x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a week / Daily,arm4_interactive,611d8816cde7771cc13482f5,611d8816cde7771cc13482f5
8/14/2022 20:24,8/14/2022 20:28,IP Address,100,200,TRUE,8/14/2022 20:28,R_1mLsXtkfVPJZ8JD,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,375x812,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,A few times a year,arm2_generalinfo,609e992968b0852fe9e73fed,609e992968b0852fe9e73fed
8/14/2022 20:24,8/14/2022 20:28,IP Address,100,224,TRUE,8/14/2022 20:28,R_3Rn3Y1XtHyBaTh8,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1368x912,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,arm3_tips,62f99fb8322496e829ce53ab,62f99fb8322496e829ce53ab
8/14/2022 20:22,8/14/2022 20:29,IP Address,100,392,TRUE,8/14/2022 20:29,R_2AFJKGUBWKInnFt,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Once a week,arm4_interactive,6042f115dcdb5f27795c2737,6042f115dcdb5f27795c2737
8/14/2022 20:25,8/14/2022 20:29,IP Address,100,280,TRUE,8/14/2022 20:29,R_2y42NalP6LKkKWU,,,,,anonymous,EN,Yes,,Edge,104.0.1293.54,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Once a week,arm4_interactive,5c55007647e6020001de175b,5c55007647e6020001de175b
8/14/2022 20:27,8/14/2022 20:31,IP Address,100,212,TRUE,8/14/2022 20:31,R_2S2lMSV1bTgvlk2,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,375x812,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a month,arm3_tips,60fc4cbaea64ba875153220d,60fc4cbaea64ba875153220d
8/14/2022 20:28,8/14/2022 20:31,IP Address,100,209,TRUE,8/14/2022 20:31,R_3fIs4YBwVDfc5J7,,,,,anonymous,EN,Yes,,Chrome,102.0.5005.61,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,arm2_generalinfo,5ce330b9c536f50001104f78,5ce330b9c536f50001104f78
8/14/2022 20:30,8/14/2022 20:32,IP Address,100,138,TRUE,8/14/2022 20:32,R_31tGxgYtYt6p9Dt,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Slightly Agree,Agree,Disagree,Disagree,Agree,Slightly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,A few times a week / Daily,arm2_generalinfo,62e93cdedd625f60d1301732,62e93cdedd625f60d1301732
8/14/2022 20:25,8/14/2022 20:33,IP Address,100,453,TRUE,8/14/2022 20:33,R_27CHFQ1ZNae4CCe,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x896,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,arm1_control,6115a0f643bacc5f91a6299f,6115a0f643bacc5f91a6299f
8/14/2022 20:27,8/14/2022 20:33,IP Address,100,333,TRUE,8/14/2022 20:33,R_CjKWvwsO8AzdCHT,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,428x926,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Once a week,arm3_tips,5de628761ffd6a59e79b663b,5de628761ffd6a59e79b663b
8/14/2022 20:29,8/14/2022 20:33,IP Address,100,223,TRUE,8/14/2022 20:33,R_2eWiPz0krauId0w,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Slightly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,arm2_generalinfo,603ee4c2bd61ee1a08fd6a8a,603ee4c2bd61ee1a08fd6a8a
8/14/2022 20:29,8/14/2022 20:33,IP Address,100,233,TRUE,8/14/2022 20:33,R_1CKrIlw8xt92b54,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm1_control,62b0ff84054c6ca32f481c65,62b0ff84054c6ca32f481c65
8/14/2022 20:29,8/14/2022 20:34,IP Address,100,272,TRUE,8/14/2022 20:34,R_3PCec02zrahvuzN,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm4_interactive,5cc0911796a3ca00011ddfcc,5cc0911796a3ca00011ddfcc
8/14/2022 20:30,8/14/2022 20:37,IP Address,100,439,TRUE,8/14/2022 20:37,R_3CvcwdtqUkXn8AN,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1536x864,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,arm1_control,60f6132952a37df66a042ef4,60f6132952a37df66a042ef4
8/14/2022 20:32,8/14/2022 20:38,IP Address,100,368,TRUE,8/14/2022 20:38,R_Zb44d8unKSyhNIZ,,,,,anonymous,EN,Yes,,Edge,104.0.1293.54,Windows NT 10.0,1536x864,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,A few times a year,arm4_interactive,612c388cc21a5ebc704200c8,612c388cc21a5ebc704200c8
8/14/2022 20:37,8/14/2022 20:38,IP Address,100,88,TRUE,8/14/2022 20:38,R_2BmlEEzutnC4Zdu,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,arm3_tips,62ebe403004e7ebff797b750,62ebe403004e7ebff797b750
8/14/2022 20:38,8/14/2022 20:41,IP Address,100,179,TRUE,8/14/2022 20:41,R_2sb9s31X1MntvRt,,,,,anonymous,EN,Yes,,Safari,15.5,Macintosh,810x1080,Quite a lot,Angry,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,arm3_tips,61137d43c41f1ce927e8cc01,61137d43c41f1ce927e8cc01
8/14/2022 20:38,8/14/2022 20:41,IP Address,100,187,TRUE,8/14/2022 20:41,R_1M4KbSotOsIVE1M,,,,,anonymous,EN,Yes,,Chrome iPhone,104.0.5112.88,iPhone,428x926,Some,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Agree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Once a month,arm1_control,62c71e621e08ccd8574d914b,62c71e621e08ccd8574d914b
8/14/2022 20:39,8/14/2022 20:42,IP Address,100,183,TRUE,8/14/2022 20:42,R_1Ok4GipxY1SQBr6,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Once a week,arm2_generalinfo,5ec9528061c2ae45ef9d977e,5ec9528061c2ae45ef9d977e
8/14/2022 20:39,8/14/2022 20:43,IP Address,100,220,TRUE,8/14/2022 20:43,R_1EWBGmxYCIO0izf,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1280x720,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a month,arm1_control,612136cb9baf34e320a3ce97,612136cb9baf34e320a3ce97
8/14/2022 20:33,8/14/2022 20:43,IP Address,100,632,TRUE,8/14/2022 20:43,R_reG9gZqjlHENWSJ,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1195x672,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a week / Daily,arm4_interactive,626865bc5ebc6a94aa84fce2,626865bc5ebc6a94aa84fce2
8/14/2022 20:41,8/14/2022 20:43,IP Address,100,138,TRUE,8/14/2022 20:43,R_2SGBY6B0k1WTc6h,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,A few times a week / Daily,arm4_interactive,56157e827ffc8a0005812ae9,56157e827ffc8a0005812ae9
8/14/2022 20:42,8/14/2022 20:44,IP Address,100,121,TRUE,8/14/2022 20:44,R_AzzWfueHpEtIl45,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,2560x1440,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,A few times a week / Daily,arm1_control,5aeafd36c8a6fd0001d8422c,5aeafd36c8a6fd0001d8422c
8/14/2022 20:40,8/14/2022 20:44,IP Address,100,288,TRUE,8/14/2022 20:44,R_1fly89Kvb9uzXTu,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,412x883,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,A few times a week / Daily,arm3_tips,5b1f62034c72120001f2439e,5b1f62034c72120001f2439e
8/14/2022 20:43,8/14/2022 20:45,IP Address,100,127,TRUE,8/14/2022 20:45,R_2f1GOU49FvB5rH3,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 6.1,1366x768,Some,Basically content,Most of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,arm4_interactive,5c205371da51990001e17313,5c205371da51990001e17313
8/14/2022 20:42,8/14/2022 20:45,IP Address,100,184,TRUE,8/14/2022 20:45,R_pFPWq0DZtuMEhTH,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1536x864,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,arm2_generalinfo,606d3075c89af18732cf2aa7,606d3075c89af18732cf2aa7
8/14/2022 20:42,8/14/2022 20:45,IP Address,100,190,TRUE,8/14/2022 20:45,R_8kOwfOjPnSQCvip,,,,,anonymous,EN,Yes,,Chrome iPhone,104.0.5112.88,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Once a week,arm2_generalinfo,62e311a8073f01b638ff4765,62e311a8073f01b638ff4765
