StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/14/2022 20:43,8/14/2022 20:45,IP Address,100,96,TRUE,8/14/2022 20:45,R_2XbVd3IkbTQCMmm,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),,56,Female,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",612136cb9baf34e320a3ce97
8/14/2022 20:44,8/14/2022 20:45,IP Address,100,61,TRUE,8/14/2022 20:45,R_29st3S6HYnoPeQS,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,"Yes, use the responses.",5aeafd36c8a6fd0001d8422c
8/14/2022 20:45,8/14/2022 20:46,IP Address,100,71,TRUE,8/14/2022 20:46,R_3GvrkC4s6oHYPrO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,49,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",606d3075c89af18732cf2aa7
8/14/2022 20:45,8/14/2022 20:46,IP Address,100,55,TRUE,8/14/2022 20:46,R_OqjtMMkJG636Ajn,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",56157e827ffc8a0005812ae9
8/14/2022 20:44,8/14/2022 20:46,IP Address,100,122,TRUE,8/14/2022 20:47,R_bKqlal686yInz2N,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,36,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,40,No,Yes,"Yes, use the responses.",5b1f62034c72120001f2439e
8/14/2022 20:46,8/14/2022 20:47,IP Address,100,43,TRUE,8/14/2022 20:47,R_3hxuurWhAyoILKk,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,40,Female,,,,,No,"Yes, use the responses.",5c205371da51990001e17313
8/14/2022 20:45,8/14/2022 20:47,IP Address,100,113,TRUE,8/14/2022 20:47,R_2sd8SbZkTpeb6Pd,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,43,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,"Yes, use the responses.",62e311a8073f01b638ff4765
8/14/2022 20:45,8/14/2022 20:47,IP Address,100,120,TRUE,8/14/2022 20:47,R_1mmeg9gwsoO5EVU,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some high school,23,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",612c388cc21a5ebc704200c8
8/14/2022 20:47,8/14/2022 20:47,IP Address,100,39,TRUE,8/14/2022 20:47,R_V2UKBPp82EcDdOF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,"High school degree or equivalent (e.g., GED)",21,Male,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,"Yes, use the responses.",5d62e538861eb30001b1cd4a
8/14/2022 20:48,8/14/2022 20:50,IP Address,100,85,TRUE,8/14/2022 20:50,R_2338t6mPtKKkJDM,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Associate degree,32,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",60d7a44289aa8b8ea99ae427
8/14/2022 20:48,8/14/2022 20:50,IP Address,100,123,TRUE,8/14/2022 20:50,R_3Em9eQIGTLBe0ov,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,46,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6155e0bb17662cfd9293bfd5
8/14/2022 20:50,8/14/2022 20:50,IP Address,100,52,TRUE,8/14/2022 20:50,R_3RkkghyPQjoVp4o,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,34,Male,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6286720235c69e3ad5e82061
8/14/2022 20:49,8/14/2022 20:50,IP Address,100,61,TRUE,8/14/2022 20:50,R_2af9P4iAE6Z4gSZ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",60a075bcc900389813dd06b0
8/14/2022 20:50,8/14/2022 20:51,IP Address,100,59,TRUE,8/14/2022 20:51,R_25AYXopoN71xi5Q,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,20,Prefer not to answer,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",5b731c174dfb520001c92564
8/14/2022 20:50,8/14/2022 20:51,IP Address,100,66,TRUE,8/14/2022 20:51,R_DpJIqsPc1oZpJXX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Graduate or professional degree,32,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,800,No,Yes,"Yes, use the responses.",5f0291e7877d0e1325e7f93d
8/14/2022 20:50,8/14/2022 20:51,IP Address,100,69,TRUE,8/14/2022 20:51,R_87Xuuy58b4w2OiJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,39,Female,,,,,Yes,"Yes, use the responses.",5ec03496594583096abddfa2
8/14/2022 20:49,8/14/2022 20:51,IP Address,100,84,TRUE,8/14/2022 20:51,R_1oHlo19hhmuBDdR,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19,Male,Someone claiming to be from another government agency (but wasn't),No,,No,No,"Yes, use the responses.",60a2a07ce40bc46a1987457c
8/14/2022 20:50,8/14/2022 20:51,IP Address,100,90,TRUE,8/14/2022 20:51,R_3F2Uz1OF79NQ7Eh,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",6138bb4f243e094d50e44335
8/14/2022 20:49,8/14/2022 20:52,IP Address,100,188,TRUE,8/14/2022 20:52,R_3JfIg99jOQ385uN,,,,,anonymous,EN,"Not employed, NOT looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",56,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,"Yes, use the responses.",62795175ca262157d4c321c2
8/14/2022 20:51,8/14/2022 20:53,IP Address,100,135,TRUE,8/14/2022 20:53,R_0qxJ0I92FydmpJn,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,"Yes, use the responses.",5fa4cbe6c3d39b177872d0ac
8/14/2022 20:53,8/14/2022 20:54,IP Address,100,63,TRUE,8/14/2022 20:54,R_1LMV7qf0QZ6fIRQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31,Female,Someone selling fraudulent goods or services,Yes,20,No,Yes,"Yes, use the responses.",58afb786f97de10001d131a1
8/14/2022 20:53,8/14/2022 20:55,IP Address,100,91,TRUE,8/14/2022 20:55,R_31N2hOYqECUjb5S,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,27,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",614f8803db29a41caa33ead6
8/14/2022 20:54,8/14/2022 20:56,IP Address,100,92,TRUE,8/14/2022 20:56,R_tXV3X6Wi8Wh5rCV,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,32,Female,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5fc43c5dcc6b725195c5fe32
8/14/2022 20:55,8/14/2022 20:57,IP Address,100,92,TRUE,8/14/2022 20:57,R_vOAfARoDzmIpQxX,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,20,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",61156fb7682e2fb813d3e45d
8/14/2022 20:53,8/14/2022 20:57,IP Address,100,197,TRUE,8/14/2022 20:57,R_Q3X21Nmp7qbBPOh,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,53,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,$500 ,No,No,"Yes, use the responses.",626865bc5ebc6a94aa84fce2
8/14/2022 20:55,8/14/2022 20:57,IP Address,100,110,TRUE,8/14/2022 20:57,R_2Cg2Nf6y5aWjCtG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,19,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",60ff45281f2f8edbb9177d05
8/14/2022 20:55,8/14/2022 20:58,IP Address,100,177,TRUE,8/14/2022 20:58,R_1ds1a2oRT7TcB7a,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",39,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",629ead3c5e29d7f23db979d0
8/14/2022 20:54,8/14/2022 20:58,IP Address,100,214,TRUE,8/14/2022 20:58,R_1FE5JwClIvUC726,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,47,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",59b65c110516f6000197c455
8/14/2022 20:56,8/14/2022 20:58,IP Address,100,109,TRUE,8/14/2022 20:58,R_1jku4j1ztmL15HM,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",25,Other,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5d3cbeefbaf11000011eda09
8/14/2022 20:57,8/14/2022 20:58,IP Address,100,48,TRUE,8/14/2022 20:58,R_1QMara9S07YYxTj,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19,Female,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",60fcd304ce93a6610c1eb64e
8/14/2022 20:57,8/14/2022 20:58,IP Address,100,80,TRUE,8/14/2022 20:58,R_2PhVgMqC5UC23jL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,49,Female,"Someone claiming to be from the company where you work (but wasn't),Other",No,,No,Yes,"Yes, use the responses.",5de9ce848b29320fd922c587
8/14/2022 20:57,8/14/2022 20:59,IP Address,100,105,TRUE,8/14/2022 20:59,R_oY3GuWrlNslFWKJ,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,20,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,Yes,"Yes, use the responses.",6100e634aff7b5aaeefb4199
8/14/2022 20:56,8/14/2022 20:59,IP Address,100,149,TRUE,8/14/2022 20:59,R_DuBTWEqrncISePv,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,22,Other,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",60fd17f74ad13f0d7df8a895
8/14/2022 20:58,8/14/2022 20:59,IP Address,100,58,TRUE,8/14/2022 20:59,R_6zAtHAYGdEv8MZb,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Male,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",5f0907cacd2a9f194b21eda8
8/14/2022 20:59,8/14/2022 20:59,IP Address,100,58,TRUE,8/14/2022 20:59,R_URykL5Lvqhq2AiB,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",Hispanic,Some college but no degree,21,Female,Other,No,,Not Sure,Not Sure,"Yes, use the responses.",60ff0e588ef572731974693a
8/14/2022 20:59,8/14/2022 21:00,IP Address,100,70,TRUE,8/14/2022 21:00,R_2SqN7E1xItEOHLI,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,26,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",62a7faca42514c4915e8471e
8/14/2022 20:59,8/14/2022 21:00,IP Address,100,75,TRUE,8/14/2022 21:00,R_339mYVKGKeoGP57,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,24,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,Yes,Yes,"Yes, use the responses.",5b498dc7d1a12e0001af3952
